Names,Prices
"[None, 'Ruffles - All Dressed Chips, 200 Gram', 'Open product description']",['$3.79']
"[None, 'Olympic - Krema Yogurt 10% M.F. - Honey, 500 Gram', 'Open product description']",['$3.49']
"[None, 'Friskies - Cat Food - Poultry Lovers, 12 Each', 'Open product description']",['$8.99']
"[None, ""Hunt's - Tomato Sauce - Original, 398 Millilitre"", 'Open product description']",['$2.49']
"[None, 'Olympic - Organic Yogurt 3.2% M.F. - Vanilla, 650 Gram', 'Open product description']",['$3.99']
"[None, ""Fleischmann's - Traditional Active Dry Yeast, 113 Gram"", 'Open product description']",['$6.99']
"[None, ""GT'S - Synergy Organic Kombucha - Divine Grape, 480 Millilitre"", 'Open product description']",['$4.99']
"[None, 'A&W - Root Beer, 500 Millilitre', 'Open product description']",['$1.99']
"[None, 'Cesar - Slices Dog Food Roast Turkey & Beef Tenderloin, 12 Each', 'Open product description']",['$13.99']
"[None, 'Food Should Taste Good - Sweet Potato Tortilla Chips, 156 Gram', 'Open product description']",['$3.99']
"[None, 'Pillsbury - Pizza Pops - 3 Cheese, 3 Kilogram', 'Open product description']",['$17.99']
"[None, 'Dare - Bear Paws - Chocolate Chip, 12 Each', 'Open product description']",['$4.99']
"[None, 'Milk - Chocolate Almonds, 100 Gram', 'Open product description']",['$1.09/100g']
"[None, 'Lee Kum Kee - Lee Kum Kee Sesame Oil Pure, 443.6 Millilitre', 'Open product description']",['$6.49']
"[None, 'Del Monte - Peach Slices - 25% Less Sugar, 398 Millilitre', 'Open product description']",['$2.99']
"[None, 'Dutch Crunch - Potato Chips Kettle Cooked Sour Cream Dill, 200 Gram', 'Open product description']",['$4.39']
"[None, 'Minute Maid - Grape Punch, 295 Millilitre', 'Open product description']",['$1.79']
"[None, 'Doritos - Zesty Chips, 235 Gram', 'Open product description']",['$4.29']
"[None, 'Western Family - Organic White Quinoa - Whole Grain, 1.36 Kilogram', 'Open product description']",['$14.99']
"[None, ""NaturSource - Olio D'Oliva, 550 Gram"", 'Open product description']",['$9.99']
"[None, 'Tassimo - McCafe Premium Roast Coffee, 14 Each', 'Open product description']",['$9.99']
"[None, 'Club House - Chicken Gravy Mix, 25 Gram', 'Open product description']",['$2.29']
"[None, 'Fresh Gourmet - Croutons Cheese & Garlic, 142 Gram', 'Open product description']",['$3.29']
"[None, 'High Liner - Signature Cuts Haddock - English Style, 425 Gram', 'Open product description']",['$9.99']
"[None, 'Tide - Liquid Pods 4 in 1 Downy - April Fresh, 73 Each', 'Open product description']",['$24.99']
"[None, 'Jamieson - Probiotic 10 Billion Capsules - Daily Maintenance, 60 Each', 'Open product description']",['$23.37']
"[None, 'Western Family - Fresh Thyme, 20 Gram', 'Open product description']",['$2.49']
"[None, 'Danone - Oikos 2% Yogurt - Strawberry Banana, 400 Gram', 'Open product description']",['$4.29']
"[None, 'Toblerone - Swiss Milk Chocolate, 360 Gram', 'Open product description']",['$9.99']
"[None, 'Energizer - Max Batteries AAA10, 10 Each', 'Open product description']",['$15.49']
"[None, 'Natural Pastures - Natural Pastures Comox Camembert, 250 Gram', 'Open product description']",['$14.98 avg/ea']
"[None, 'Simply - Lemonade, 2.63 Litre', 'Open product description']",['$5.99']
"[None, 'Western Family - 4 Flavour Dog Food Bits & Bones, 14 Kilogram', 'Open product description']",['$23.99']
"[None, 'Dr. Oetker - Ristorante Pizza -Pepperoni Pesto, 360 Gram', 'Open product description']",['$4.99']
"[None, 'Western Family - Spring Water, 500 Millilitre', 'Open product description']",['$0.88']
"[None, 'Western Family - Four Cheese Tortellini, Pasta, Fresh, 350 Gram', 'Open product description']",['$4.49']
"[None, 'Western Family - Wax Paper 125 ft, 1 Each', 'Open product description']",['$5.99']
"[None, 'Whiskas - Cat Food - Mixups Catnip, 454 Gram', 'Open product description']",['$7.49']
"[None, 'Balderson - Royal Canadian Cheddar Cheese Portions, 126 Gram', 'Open product description']",['$6.99']
"[None, 'R.W. Knudsen - Organic Just Tart Cherry Juice, 946 Millilitre', 'Open product description']",['$8.99']
"[None, 'Breyers - Family Classic- Frozen Dessert Mint Chocolatey Chip, 1.66 Litre', 'Open product description']",['$5.49']
"[None, 'Cesar - Entrees Dog Food Filet Mignon & Chicken Liver, 12 Each', 'Open product description']",['$13.99']
"[None, 'Western Family - Strawberry Stirred Probiotic Yogurt 1.3% M.F., 650 Gram', 'Open product description']",['$2.79']
"[None, 'Cadbury - Caramilk Bar, 50 Gram', 'Open product description']",['$1.29']
"[None, 'Western Family - Whole Wheat Wraps Medium, 8 Each', 'Open product description']",['$2.79']
"[None, 'Western Family - Noodles - Oven Ready Lasagne, 375 Gram', 'Open product description']",['$3.69']
"[None, 'Western Family - Thick Single Slicese - Cheddar Style Process Cheese Product, 800 Gram', 'Open product description']",['$8.49']
"[None, 'Western Family - Decaffeinated Single Serve, 12 Each', 'Open product description']",['$7.49']
"[None, 'Clorox - Orignal Liquid Bleach Emperor, 3.57 Litre', 'Open product description']",['$6.99']
"[None, 'Pillsbury - Pizza Pops - Three Cheese, 8 Each', 'Open product description']",['$7.49']
"[None, 'Gold Peak - Natural Raspberry Iced Tea, 2.63 Litre', 'Open product description']",['$5.99']
"[None, 'Filippo Berio - Extra Virgin Olive Oil, 500 Millilitre', 'Open product description']",['$6.99']
"[None, ""Baker's - Semisweet Chocolate, 225 Gram"", 'Open product description']",['$6.99']
"[None, 'Bounce - 4in1 Fabric Softner Sheets Fresh Linen, 200 Each', 'Open product description']",['$9.99']
"[None, ""Hershey's - Chipits Dark Chocolate Chips, 250 Gram"", 'Open product description']",['$3.99']
"[None, 'Rogers - Granulated White Sugar, 10 Kilogram', 'Open product description']",['$15.39']
"[None, 'Dare - Breton Garden Vegetable Crackers, 225 Gram', 'Open product description']",['$3.29']
"[None, 'Western Family - Sliced Strawberries In Light Syrup, 425 Gram', 'Open product description']",['$5.49']
"[None, 'Santa Cruz - Organic Apple Juice, 2.84 Litre', 'Open product description']",['$12.99']
"[None, 'Iams - Proactive Health Smart Puppy - Chicken, 6.8 Kilogram', 'Open product description']",['$22.99']
"[None, ""Hershey's - Chipits  Pure Semi Sweet Chocolate Chips, 600 Gram"", 'Open product description']",['$7.99']
"[None, 'Red Bull - Energy Drink, Original, 4 Each', 'Open product description']",['$10.49']
"[None, ""Shake'n Bake - Extra Crispy, 152 Gram"", 'Open product description']",['$4.19']
"[None, 'Coca Cola - Zero Coke, 6 Each', 'Open product description']",['$3.99']
"[None, 'Western Family - Plain Greek Yogurt 0% M.F., 500 Gram', 'Open product description']",['$3.19']
"[None, 'Lindt - Swiss Classic Milk Chocolate Bar, 100 Gram', 'Open product description']",['$3.89']
"[None, 'Starbucks - True North Blend - Ground Blonde Roast, 340 Gram', 'Open product description']",['$9.99']
"[None, 'Becel - Margarine Buttery Taste, 1.36 Kilogram', 'Open product description']",['$10.99']
"[None, 'Post - Sugar-Crisp Cereal, 550 Gram', 'Open product description']",['$4.49']
"[None, 'Vega - One All-In-One Nutritional Shake - French Vanilla, 827 Gram', 'Open product description']",['$54.99']
"[None, 'Western Family - Parmesan Grated Cheese, 250 Gram', 'Open product description']",['$6.49']
"[None, 'Fresh Gourmet - Ciabatta Croutons Butter & Sea Salt, 128 Gram', 'Open product description']",['$3.29']
"[None, ""Kellogg's - Nutri Grain Bars - Strawberry, 8 Each"", 'Open product description']",['$3.79']
"[None, ""Nature's Path - Optimum Power Cereal - Blueberry Cinnamon Flax, 1 Kilogram"", 'Open product description']",['$10.49']
"[None, 'Coca Cola - Coke Classic, 12 Each', 'Open product description']",['$6.99']
"[None, 'Finish - Quantum Ult, 72 Each', 'Open product description']",['$24.99']
"[None, 'Western Family - Whole Kernel Corn, 2 Kilogram', 'Open product description']",['$6.99']
"[None, 'Western Family - Peanut Butter - Smooth, 2 Kilogram', 'Open product description']",['$8.49']
"[None, 'Western Family - Coffee Filters Cone #4, 100 Each', 'Open product description']",['$5.29']
"[None, 'Nestle - Aero Bubbles, 135 Gram', 'Open product description']",['$3.99']
"[None, 'Kinder - Surprise Eggs Girl, 20 Gram', 'Open product description']",['$2.00']
"[None, 'Friskies - Cat Food - Chicken & Seafood Combo, 12 Each', 'Open product description']",['$8.99']
"[None, 'Imperial - Margarine Soft, 454 Gram', 'Open product description']",['$1.99']
"[None, 'Save-On-Foods - Medium Thermal Box, 1 Each', 'Open product description']",['$8.99']
"[None, 'Save-On-Foods Kitchen - Red Thai Curry Chicken Noodles, 450 Gram', 'Open product description']",['$8.99']
"[None, 'Western Family - Cinnamon Raisin English Muffins, 6 Each', 'Open product description']",['$2.19']
"[None, 'Humpty Dumpty - Party Mix Original, 640 Gram', 'Open product description']",['$6.99']
"[None, ""Dad's - Classic Oatmeal Cookies Original, 520 Gram"", 'Open product description']",['$6.59']
"[None, 'V8 - Vegetable Cocktail Juice Original, 1.89 Litre', 'Open product description']",['$4.29']
"[None, ""Crosby's - Fancy Molasses, 675 Gram"", 'Open product description']",['$4.69']
"[None, 'Nabob - 1896 Tradition Swiss Water Decaf Ground Coffee, 300 Gram', 'Open product description']",['$5.99']
"[None, 'Western Family - Thick Single Slices - Cheddar Style Process Cheese Product, 400 Gram', 'Open product description']",['$3.69']
"[None, 'Butterball - Boneless Turkey Breast, 1.5 Kilogram', 'Open product description']",['$19.99']
"[None, ""Frank's - Original Red Hot Cayenne Pepper Sauce, 680 Millilitre"", 'Open product description']",['$6.99']
"[None, 'San Pellegrino - Limonata Sparkling Lemon, 6 Each', 'Open product description']",['$5.99']
"[None, 'Western Family - Almonds - Hickory Smoke Flavour, 454 Gram', 'Open product description']",['$9.99']
"[None, 'Western Family - Mini Quiche Collection, 630 Gram', 'Open product description']",['$9.99']
"[None, 'Maple Lodge Farms - Original Chicken Wieners, 12 Each', 'Open product description']",['$1.99']
"[None, 'Larabar - Peanut Butter Energy Bar, 240 Gram', 'Open product description']",['$7.99']
"[None, 'Country Harvest - No Sugar White Wheat Bread, 600 Gram', 'Open product description']",['$2.99']
"[None, 'Starbucks - Breakfast Blend - Ground Medium Roast, 340 Gram', 'Open product description']",['$9.99']
"[None, 'Yoplait - Yop Drinkable Yogurt Strawberry, 6 Each', 'Open product description']",['$4.99']
"[None, 'Dolce Caramel - Cake, 852 Gram', 'Open product description']",['$15.49']
"[None, 'Cracker Barrel - Old White Cheese Slices, 200 Gram', 'Open product description']",['$3.99']
"[None, 'Siwin - Japanese Style Pork & Beef Gyoza Dumplings, 500 Gram', 'Open product description']",['$5.99']
"[None, ""Bremner's - 100% Pure Blueberry Juice, 946 Millilitre"", 'Open product description']",['$9.99']
"[None, ""Fleischmann's - Quick-Rise Instant Yeast, 227 Gram"", 'Open product description']",['$11.39']
"[None, 'Western Family - Rotini Pasta, 900 Gram', 'Open product description']",['$3.49']
"[None, 'Ruffles - Ruffles Sour Cream And Onion Chips, 200 Gram', 'Open product description']",['$3.79']
"[None, 'Tide - Liquid Laundry Detergent, Coldwater Clean, 4.55 Litre', 'Open product description']",['$21.99']
"[None, 'Kikkoman Panko - Bread Crumbs, 227 Gram', 'Open product description']",['$3.99']
"[None, 'Pace - Thick & Chunky Medium Salsa, 642 Millilitre', 'Open product description']",['$6.19']
"[None, 'Cracker Barrel - Herb & Garlic Slice Cheese, 200 Gram', 'Open product description']",['$3.99']
"[None, 'Greenfield Natural - Smoked Sausage, 300 Gram', 'Open product description']",['$5.49']
"[None, 'Schweppes - Tonic Water Soda, 6 Each', 'Open product description']",['$4.29']
"[None, 'Dairyland - Skim Milk Fat Free, 4 Litre', 'Open product description']",['$4.99']
"[None, 'Western Family - Epsom Salts Jug, 2 Kilogram', 'Open product description']",['$8.49']
"[None, 'Monster - Energy Drink, 4 Each', 'Open product description']",['$10.99']
"[None, 'Jamieson - Vitamin C Natural Tangy Orange 500 mg, 120 Each', 'Open product description']",['$9.34']
"[None, 'Olympic - Krema Yogurt 9% M.F. - Strawberry, 500 Gram', 'Open product description']",['$3.49']
"[None, 'Coca Cola - Coke Classic, 6 Each', 'Open product description']",['$6.99']
"[None, 'Paradise Island - Medium Cheddar - Lactose Free, 400 Gram', 'Open product description']",['$8.99']
"[None, 'Kraft - Cool Whip Original Light Whipped Topping, 1 Litre', 'Open product description']",['$3.99']
"[None, ""Kellogg's - Froot Loops Cereal, 345 Gram"", 'Open product description']",['$5.99']
"[None, 'Lindt - Excellence Dark 70% Cocoa, 100 Gram', 'Open product description']",['$4.99']
"[None, 'Quaker - Dipps Granola Bars - Chocolate Chip, 5 Each', 'Open product description']",['$1.89']
"[None, ""Ben & Jerry's - Half Baked Ice Cream, 500 Millilitre"", 'Open product description']",['$5.99']
"[None, 'Oikos - Greek Yogurt - Banana, 4 Each', 'Open product description']",['$4.29']
"[None, 'Dark - Chocolate Almonds, 100 Gram', 'Open product description']",['$1.09/100g']
"[None, 'Gay Lea - Lactose Free Sour Cream 14% M.F, 450 Millilitre', 'Open product description']",['$3.49']
"[None, 'Trophy - Ground Almonds - Blanched, 100 Gram', 'Open product description']",['$2.19/100g']
"[None, ""My Mix - Grab N'Go Sour Gummy Mix, 600 Gram"", 'Open product description']",['$5.49']
"[None, 'Purina - Kitten Chow Dry Kitten Food Advanced Nutrition, 1.8 Kilogram', 'Open product description']",['$8.49']
"[None, 'Iams - Proactive Health Cat Food Hairball Care, 3.18 Kilogram', 'Open product description']",['$16.99']
"[None, 'Hardbite - Potato Chips - Black Sea Salt, 128 Gram', 'Open product description']",['$3.69']
"[None, 'Eco Max - Natural Lavender Laundry Wash, 3 Litre', 'Open product description']",['$14.99']
"[None, 'Tena - Womens Protection Underwear - Overnight XL, 10 Each', 'Open product description']",['$18.49']
"[None, 'Western Family - Alder Wood Smoked Wild Sockeye Salmon, 85 Gram', 'Open product description']",['$7.99']
"[None, 'Simply - Simply Lemonade w/Raspberry, 1.54 Litre', 'Open product description']",['$3.99']
"[None, 'Liberte - Greek Yogurt Vanilla Bean 5% M.F., 4 Each', 'Open product description']",['$4.79']
"[None, 'Western Family - Premium Wild Bird Seed, 4 Kilogram', 'Open product description']",['$9.59']
"[None, 'Liberte - Mediterranee Yogurt - Coconut 9% M.F., 500 Gram', 'Open product description']",['$5.39']
"[None, 'Pedigree - DentaStix Medium - Beef, 608 Gram', 'Open product description']",['$10.99']
"[None, 'Chef Boyardee - Pasta - Mini Ravioli, 425 Gram', 'Open product description']",['$1.99']
"[None, 'Western Family - Glacial Spring Water, 24 Each', 'Open product description']",['$4.99']
"[None, 'Nestle - Kit Kat Chocolate Bar King Size, 73 Gram', 'Open product description']",['$2.59']
"[None, 'Olympic - Natural Yogurt 6% M.F. - Plain, 1.75 Kilogram', 'Open product description']",['$7.99']
"[None, 'Western Family - Ultra Stain Lifting Laundry Det - Fresh Scent, 4.43 Litre', 'Open product description']",['$12.99']
"[None, 'Silk - Coconut Plain Unsweetend Yogurt, 680 Gram', 'Open product description']",['$5.99']
"[None, 'Ensure - High Protein Meal Replacement Vanilla, 6 Each', 'Open product description']",['$8.99']
"[None, 'Kraft - Signature Greek Feta & Oregano Dressing, 475 Millilitre', 'Open product description']",['$3.79']
"[None, 'Tim Hortons - Fine Grind Coffee - 100% Colombian, 300 Gram', 'Open product description']",['$7.99']
"[None, 'Quaker - Crispy Minis - Sweet Chili Gluten Free, 100 Gram', 'Open product description']",['$2.49']
"[None, 'Western Family - Signature Black Forest Ham Steak, 250 Gram', 'Open product description']",['$4.99']
"[None, 'VH - Sauces - Chinese Honey Garlic Cooking Sauce, 341 Millilitre', 'Open product description']",['$3.69']
"[None, ""Mitchell's Soup Co - Fully Loaded Potato Soup, 275 Gram"", 'Open product description']",['$9.99']
"[None, 'Better Than Bouillon - Beef Base, 227 Gram', 'Open product description']",['$6.99']
"[None, 'Pillsbury - Pizza Pops - Pepperoni, 8 Each', 'Open product description']",['$7.49']
"[None, 'Western Family - Hot Chocolate Mix Rich Chocolate, 500 Gram', 'Open product description']",['$4.49']
"[None, 'Butterball - Boneless Stuffed Turkey Breast, Frozen, 1.5 Kilogram', 'Open product description']",['$19.99']
"[None, 'Dr. Oetker - Casa Di Mama - Three Meat Pizza, 395 Gram', 'Open product description']",['$4.99']
"[None, 'High Liner - Pan Sear Wild Caught Sole - Lemon Pepper, 540 Gram', 'Open product description']",['$9.99']
"[None, 'Cadbury - Mini Eggs, 188 Gram', 'Open product description']",['$4.99']
"[None, 'Bragg - Apple Cider Vinegar - Organic, 946 Millilitre', 'Open product description']",['$8.99']
"[None, 'Drano - Max Gel Clog Remover, 2.3 Litre', 'Open product description']",['$9.99']
"[None, 'Trophy - Almonds Blanched Slivered, 100 Gram', 'Open product description']",['$2.19/100g']
"[None, 'Gold Peak - Natural Lemon Iced Tea, 1.75 Litre', 'Open product description']",['$3.99']
"[None, 'Oikos - Oikos 30% Less Sugar Vanilla Yogurt, 4 Each', 'Open product description']",['$4.29']
"[None, 'Western Family - Organic Whole Bean Coffee - After Hours Decaf, 400 Gram', 'Open product description']",['$12.29']
"[None, 'Olympic - Organic Yogurt 0% M.F. - Plain, 650 Gram', 'Open product description']",['$3.99']
"[None, 'Western Family - Bacon - Natural, 375 Gram', 'Open product description']",['$6.99']
"[None, 'Pillsbury - Pizza Pops - Deluxe, 8 Each', 'Open product description']",['$7.49']
"[None, 'Miss Vickies - Kettle Cooked Potato Chips - Lime & Black Pepper, 200 Gram', 'Open product description']",['$3.99']
"[None, 'Cadbury - Mr. Big, 60 Gram', 'Open product description']",['$1.29']
"[None, 'Smart Sweets - Sourmelon Bites, 50 Gram', 'Open product description']",['$4.29']
"[None, 'Aquafina - Water, 1 Litre', 'Open product description']",['$2.69']
"[None, 'Western Family - Fresh Rosemary, 20 Gram', 'Open product description']",['$2.49']
"[None, 'Adams - Creamy Peanut Butter, 500 Gram', 'Open product description']",['$4.99']
"[None, 'Zevia - Ginger Ale, 6 Each', 'Open product description']",['$5.49']
"[None, 'Western Family - Roasted Garlic Chip Dip, 225 Gram', 'Open product description']",['$2.99']
"[None, 'Glad - Guaranteed Strong Bags - Tall, Febreze Freshness, 60 Each', 'Open product description']",['$10.99']
"[None, ""GT'S - Kombucha - Organic Multi-green, 480 Millilitre"", 'Open product description']",['$4.99']
"[None, 'Western Canadian - Stewing Beef, 810 Gram', 'Open product description']",['$15.34 avg/ea']
"[None, 'Monster - Energy Drink, 473 Millilitre', 'Open product description']",['$3.79']
"[None, 'Righteous - Raspberry Lime Sorbetto - Dairy Free, 562 Millilitre', 'Open product description']",['$6.99']
"[None, 'Pepsi - Cola, Mini Cans, 15 Each', 'Open product description']",['$7.99']
"[None, 'Raisins - Organic Thompson Seedless, Bulk, 100 Gram', 'Open product description']",['$1.42/100g']
"[None, 'Ferrero - Collection T-15 Box, 156 Gram', 'Open product description']",['$6.99']
"[None, ""Campbell's - Chicken Noodle Soup, 284 Millilitre"", 'Open product description']",['$1.89']
"[None, 'Five Alive - Passionate Peach Citrus Juice, 1 Litre', 'Open product description']",['$2.69']
"[None, 'Schneiders - Hardwood Smoked Turkey Breast, 75 Gram', 'Open product description']",['$5.19']
"[None, ""Kellogg's - All Bran Cereal - Original, 525 Gram"", 'Open product description']",['$5.79']
"[None, 'Country Harvest - Bread - Oat & Honey, 600 Gram', 'Open product description']",['$2.99']
"[None, 'McCafe - Coffee - Whole Bean Premium Roast, Medium Dark, 900 Gram', 'Open product description']",['$19.99']
"[None, 'Swerve - Sweetener - Icing Sugar, 340 Gram', 'Open product description']",['$11.99']
"[None, 'Post - Shreddies Cereal - Honey, 710 Gram', 'Open product description']",['$4.99']
"[None, ""Earth's Own - Sofresh Oat Milk - Unsweetened Original, 946 Millilitre"", 'Open product description']",['$3.39']
"[None, ""Campbell's - Soup - Light Tomato, 284 Millilitre"", 'Open product description']",['$2.39']
"[None, 'Lindt - Excellence Orange Dark, 100 Gram', 'Open product description']",['$4.99']
"[None, 'Balderson - Balderson Heritage 3YR Cheddar Cheese, 280 Gram', 'Open product description']",['$12.79']
"[None, ""Kellogg's - Frosted Flakes Cereal, 425 Gram"", 'Open product description']",['$5.99']
"[None, 'Kind - Nutrition Bars - Peanut Butter & Dark Chocolate, 40 Gram', 'Open product description']",['$9.99']
"[None, ""Campbell's - Chicken Broth - No Salt Added, 900 Millilitre"", 'Open product description']",['$3.59']
"[None, ""Timothy's - Chai Latte K-Cups, 12 Each"", 'Open product description']",['$8.99']
"[None, 'General Mills - Cinnamon Toast Crunch Cereal, 354 Gram', 'Open product description']",['$5.49']
"[None, 'Kraft - Creamy Caesar Dressing, 475 Millilitre', 'Open product description']",['$3.79']
"[None, 'Squishmallow - 8in, 1 Each', 'Open product description']",['$11.99']
"[None, 'Pork - Belly Skin On Quarter Cut, 907 Gram', 'Open product description']",['$15.98 avg/ea']
"[None, 'Dawn - Ultra Dish Soap - Original Scent, 1.12 Litre', 'Open product description']",['$4.99']
"[None, 'Daltons - Maraschino Cherries, 375 Millilitre', 'Open product description']",['$5.49']
"[None, 'Bounce - 4in1 Fabric Softener Sheets Outdoor Fresh, 200 Each', 'Open product description']",['$9.99']
"[None, ""Nature's Path - Organic Heritage Flakes Cereal, 907 Gram"", 'Open product description']",['$8.49']
"[None, 'Kelloggs - Crackers - Cheez It Original, 200 Gram', 'Open product description']",['$3.99']
"[None, ""Kellogg's - Eggo Belgian Waffles Original, 6 Each"", 'Open product description']",['$3.99']
"[None, 'Walkers - Pure Butter Shortbread Cookies, 200 Gram', 'Open product description']",['$5.79']
"[None, 'Armstrong - Cheese - Spicy Tex Mex, Shredded, 500 Gram', 'Open product description']",['$8.99']
"[None, 'Kettle - Potato Chips - Sea Salt & Vinegar, 220 Gram', 'Open product description']",['$3.79']
"[None, 'Western Family - Cranberry Black Cherry Juice Cocktail, 1.89 Litre', 'Open product description']",['$3.69']
"[None, 'Western Family - Spaghettini Pasta, 900 Gram', 'Open product description']",['$3.49']
"[None, 'Western Family - Signature 100% Raw Honey, 750 Gram', 'Open product description']",['$8.49']
"[None, 'Nuts To You - Almond Butter Smooth, 365 Gram', 'Open product description']",['$10.99']
"[None, 'McCafe - Coffee Pods - Premium Roast K-Cup, Medium Dark, 12 Each', 'Open product description']",['$9.99']
"[None, 'Western Family - Chewy Granola Bars - Chocolate Chip, 24 Each', 'Open product description']",['$7.49']
"[None, ""RJ's - Soft Eating Licorice - Original, 180 Gram"", 'Open product description']",['$3.99']
"[None, ""I Can't Believe It's Not Butter - I CAN'T BELIEVE IT'S NOT BUTTER ORIGINL, 454 Gram"", 'Open product description']",['$2.79']
"[None, 'Quaker - Chewy Chocolate Chip Bars, 960 Gram', 'Open product description']",['$9.99']
"[None, 'Altoids - Original Peppermint MInts, 50 Gram', 'Open product description']",['$3.99']
"[None, 'Western Family - Orange Juice With Pulp, 2.63 Litre', 'Open product description']",['$4.99']
"[None, ""Hershey's - Oh Henry! Chocolate Bar King Size, 85 Gram"", 'Open product description']",['$2.59']
"[None, 'Sparkling Ice - Cherry Limeade Sparkling Water, 503 Millilitre', 'Open product description']",['$1.99']
"[None, 'Cesar - Slices Dog Food New York Strip & Braised Chicken, 12 Each', 'Open product description']",['$13.99']
"[None, ""Mitchell's Soup Co - Mexican Tortilla Soup, 375 Gram"", 'Open product description']",['$9.99']
"[None, ""Kellogg's - Nutri Grain Bars - Apple Cinnamon, 8 Each"", 'Open product description']",['$3.79']
"[None, 'Clif - Energy Bar - Crunchy Peanut Butter, 6 Each', 'Open product description']",['$8.99']
"[None, 'Cascade - Action Pacs - Lemon Dawn, 110 Each', 'Open product description']",['$21.99']
"[None, 'Western Family - Backyard Ginger Ale, 12 Each', 'Open product description']",['$4.29']
"[None, 'Club House - Pure Vanilla Extract, 125 Millilitre', 'Open product description']",['$25.99']
"[None, 'Walkers - Pure Butter Shortbread, 150 Gram', 'Open product description']",['$4.49']
"[None, 'Folgers - Morning Cafe KCup Pods, 48 Each', 'Open product description']",['$26.99']
"[None, 'Club House - Poutine Gravy Mix, 42 Gram', 'Open product description']",['$2.29']
"[None, 'Western Family - Mini Marshmallows Soft & Fluffy, 400 Gram', 'Open product description']",['$3.69']
"[None, ""Alcan - Aluminum Foil Non Stick - 25', 1 Each"", 'Open product description']",['$3.99']
"[None, 'Pedigree - DentaStix Medium - Fresh, 608 Gram', 'Open product description']",['$10.99']
"[None, ""Crosby's - Cooking Molasses, 675 Gram"", 'Open product description']",['$4.89']
"[None, 'Stagg - Chili Dynamite Hot, 425 Gram', 'Open product description']",['$4.29']
"[None, ""Nescafe - Taster's Choice Instant Coffee Classic, 250 Gram"", 'Open product description']",['$15.99']
"[None, 'Glad - Cling Wrap - 60m, 1 Each', 'Open product description']",['$3.29']
"[None, 'Club House - Artificial Vanilla Extract, 250 Millilitre', 'Open product description']",['$6.99']
"[None, 'Cup4cup - Cup4Cup Multipurpose Flour GF, 1.4 Kilogram', 'Open product description']",['$19.99']
"[None, 'Mastro Riserva - Salami Barolo Wine & Peppercorn, 300 Gram', 'Open product description']",['$10.99']
"[None, 'Mio - Liquid Water Enhancer -Lemonade, 48 Millilitre', 'Open product description']",['$4.99']
"[None, 'Olympic - Krema Yogurt Coconut 9% M.F., 500 Gram', 'Open product description']",['$3.49']
"[None, 'Simply - Orange Juice 50 - No Sugar Added, 1.54 Litre', 'Open product description']",['$3.99']
"[None, 'YU - Premium Thai Jasmine Rice, 6 Kilogram', 'Open product description']",['$14.49']
"[None, 'Oikos - Creations Greek Yogurt Lemon Meringue 4% M.F., 4 Each', 'Open product description']",['$4.29']
"[None, 'Oikos - Oikos 30% Less Sugar Mixed Berry Yogurt, 4 Each', 'Open product description']",['$4.29']
"[None, 'Maple - Blueberry Sausage, 1 Each', 'Open product description']",['$2.99']
"[None, 'Western Family - Mild Salsa, 650 Millilitre', 'Open product description']",['$3.49']
"[None, 'Oxi Clean - Versatile Stain Remover, 1.36 Kilogram', 'Open product description']",['$11.99']
"[None, 'Western Family - Sweet Potato Fries Crinkle Cut, 454 Gram', 'Open product description']",['$2.69']
"[None, 'Vital Proteins - Collagen Peptides, 568 Gram', 'Open product description']",['$56.69']
"[None, 'Western Family - Soda Crackers - Salted Tops, 453 Gram', 'Open product description']",['$4.19']
"[None, 'Western Family - Creamy Ranch Chip Dip, 225 Gram', 'Open product description']",['$2.99']
"[None, 'Purex - Ultra Triple Roll - 2 ply, 24 Each', 'Open product description']",['$17.99']
"[None, 'Sprite - Sleek Lemon Lime, 6 Each', 'Open product description']",['$3.99']
"[None, ""Eve's Crackers - Savoury Sunflower, 108 Gram"", 'Open product description']",['$7.49']
"[None, 'Western Family - Jasmine Rice, 4.54 Kilogram', 'Open product description']",['$12.99']
"[None, 'Western Family - Kitchen Bags Regular, 48 Each', 'Open product description']",['$5.49']
"[None, 'Strubs - Simply Dill, 1 Litre', 'Open product description']",['$6.99']
"[None, 'Save-On-Foods - Mixed Olives - Signature Blend, 100 Gram', 'Open product description']",['$2.29/100g']
"[None, ""Kellogg's - Crispix Krispies Cereal, 350 Gram"", 'Open product description']",['$5.79']
"[None, 'Old El Paso - Burrito Dinner Kit, 510 Gram', 'Open product description']",['$3.99']
"[None, 'Excel - Bubblemint Gum, 1 Each', 'Open product description']",['$1.79']
"[None, ""Hershey's - Chipits Butterscotch Chips, 300 Gram"", 'Open product description']",['$3.99']
"[None, 'Western Family - Marshmallows Soft & Fluffy, 400 Gram', 'Open product description']",['$3.69']
"[None, 'Starbucks - Via Instant Pike Place Coffee, 8 Each', 'Open product description']",['$8.49']
"[None, 'Western Family - Light Olive Oil, 1 Litre', 'Open product description']",['$8.99']
"[None, 'Sugar in the Raw - Natural Turbinado Sugar, 500 Gram', 'Open product description']",['$4.49']
"[None, 'Popsicle - Popscl Cyclone Blue Rasp Cherry & Lime, 6 Each', 'Open product description']",['$4.99']
"[None, 'Cavendish - Restaurant Style Pub Fries, 750 Gram', 'Open product description']",['$2.99']
